image_name_1,year,location,tags,transcription,transcription_id,description,description_id,object,object_id
001 (11).jpg,1940-1970,Radio Rentals,1940; assembled; baird; bill; Bradford; chairman; company; containing; factory; former; gramophone; green; images; including; lidget; mains; photographs; radio; related; rentals; television; walter; warnes,TRUE,"M.R.G. 1947
PLANNING OFFICE
DEVELOPMENT",TRUE,"Bottom: Three men stand and sit at workshop tables containing electronic equipment. One man is looking at the camera the second is working on the equipment and a third is talking on the telephone. A workbench in the foreground contains various tools, including saws and a plane. Top: Room with three wooden office desks. Each has a metal in/out tray. Two desks have ladies typing, the third a man holding a pen. He has a desk date-a-day calendar. In the room are three men wearing suits and ties one smoking a pipe. Also in the room is a young lady stood behind the man at the desk.",FALSE,
001 (12).jpg,1940-1970,Radio Rentals,1940; assembled; baird; bill; Bradford; chairman; company; containing; factory; former; gramophone; green; images; including; lidget; mains; photographs; radio; related; rentals; television; walter; warnes,TRUE,"M.R.G. R. G. 1947
""ARCHDALE"" MILLER
TOOL ROOM
""KEETONA"" POWER GUILLOTINE
""BLISS"" 35-TON PRESS
PRESS SHOP",TRUE,"Bottom: A photograph of men working at machines, some sitting and some standing. Top: 3 Men in overalls are stood at benches in a machine room to the right in the front there is a large machine with several wheels attached in various places. The floor is stone flagged. ",TRUE,35 ton press; milling machine
001 (13).jpg,1940-1970,Radio Rentals,1940; assembled; baird; bill; Bradford; chairman; company; containing; factory; former; gramophone; green; images; including; lidget; mains; photographs; radio; related; rentals; television; walter; warnes,TRUE,"M.R.G. R. G. 1947
""HERKE"" VERTICAL TAPPER
""NERO"" & ""WARD"" CAPSTAN LATHES
MACHINE SHOP
""ETA"" SINGLE & DOUBLE WAVE WINDERS
COIL WINDING",TRUE,Bottom: Women working in a factory each one is wiring something small like a radio. Top: Three women are found operating drilling machine and drilling plates. Two women are sitting and one is standing ,TRUE,telephone connector; drill machine
001 (14).jpg,1940-1970,Radio Rentals,1940; assembled; baird; bill; Bradford; chairman; company; containing; factory; former; gramophone; green; images; including; lidget; mains; photographs; radio; related; rentals; television; walter; warnes,TRUE,"M.R.G. R. G. 1947
""BARLOW & WHITNEY"" PLANT
IMPREGNATING - (SOLVENTLESS VARNISH.)
CADMIUM VATS, & CHROMIUM BARREL. ""CANNINGS"" PLANT
PLATING SHOP",TRUE,"Bottom: 2 men in a workshop. It appears they are lifting materials off rails. Behind the man on the right a mixing machine can be seen. Top: Man wearing white coat holding a chain standing on a table apparently working on a suspended piece of machinery. Industrial setting machinery has scales,  pressure gauge, chains, and piston. ",TRUE,Barlow Whitney box oven with vacuum pump
001 (15).jpg,1940-1970,Radio Rentals,1940; assembled; baird; bill; Bradford; chairman; company; containing; factory; former; gramophone; green; images; including; lidget; mains; photographs; radio; related; rentals; television; walter; warnes,TRUE,"M.R.G. R. G. 1947
AUTOMATIC RIVETTERS.
SUB - ASSEMBLIES
N°2. LINE ASSEMBLY ""MODEL 56"" ON LINE",TRUE,Bottom: 11 women seated in a factory working and 2 men are standing. Top: A mixed group of four men and six women are performing tasks at tables in a factory environment. Multiple components all looking the same are tied together and stacked in the foreground. ,TRUE,machine
001 (16).jpg,1940-1970,Radio Rentals,1940; assembled; baird; bill; Bradford; chairman; company; containing; factory; former; gramophone; green; images; including; lidget; mains; photographs; radio; related; rentals; television; walter; warnes,TRUE,"M.R.G. R. G. 1947
No N°1 ASSEMBLY LINE & SUB-ASSEMBLIES ""MODEL 31""
""MODEL 21""
""MODEL 54""
CHASSIS TEST",TRUE,Bottom: Men working in a workshop building a radio. Top: Women in collared uniform at work. The women have concentrated expressions.,TRUE,domestic valve radio chassis
001 (17).jpg,1940-1970,Radio Rentals,1940; assembled; baird; bill; Bradford; chairman; company; containing; factory; former; gramophone; green; images; including; lidget; mains; photographs; radio; related; rentals; television; walter; warnes,TRUE,"M.R.G. 1947
""MODEL 21""
""MODEL 54""
BOXING DEPT.
CANTEEN",TRUE,Bottom: A group of men and women sitting at 2 tables in a canteen. They are all turning to face the camera. In the foreground is a serving counter with 3 plates containing cakes and a stack of plates. A man and a women  both in overalls and standing behind the counter both looking at the camera.  Top: Assembly of large speakers. 1 woman is standing in to the side of 4 large speakers; she is wearing a white dress and she is using a tool on one of the speakers. To her left is a woman wearing a light colored dress who is working on something. Behind her to the left is a woman wearing a black dress positioning a smaller speaker on the floor. There is a man standing wearing a white lab coat working; behind him is a man standing and behind him are speakers and 2 women's standing behind those. There are industrial lighting windows and electrical wires.,TRUE,domestic valve radio chassis
001 (18).jpg,1940-1970,Radio Rentals,1940; assembled; baird; bill; Bradford; chairman; company; containing; factory; former; gramophone; green; images; including; lidget; mains; photographs; radio; related; rentals; television; walter; warnes,TRUE,"MODEL 32E
MODEL 32 (Wooden Model)",TRUE,Bottom: A radio. Top: Close up of a radio.,TRUE,Bakelite domestic valve radio; Bradio shortwave radio
001 (19).jpg,1940-1970,Radio Rentals,1940; assembled; baird; bill; Bradford; chairman; company; containing; factory; former; gramophone; green; images; including; lidget; mains; photographs; radio; related; rentals; television; walter; warnes,TRUE,"FIRST RADIO-GRAM
1948",TRUE,Bottom: A woman sitting on a chair adjusts the arm of a record player over an album on a record player and radio combo the size of a writing desk. Top: A women turning the dial of a radio. ,TRUE,radiogram and record player
001 (20).jpg,1940-1970,Radio Rentals,1940; assembled; baird; bill; Bradford; chairman; company; containing; factory; former; gramophone; green; images; including; lidget; mains; photographs; radio; related; rentals; television; walter; warnes,TRUE,"MODEL 58 - SHOWING ""CHASSIS LOCATOR""
SCALE CLIPS, LOCATION SLOTS, & SLOT FOR TONE CONTROL MODIFIED
MODEL 58 - ""SHOWING MAINS SELECTOR""",TRUE,Bottom: The backside of a radio. The word gram is visible on the metal backplate. Top: A four knob radio. The casing is removed and lies to the side exposing the inner workings.,TRUE,machine; dissasembled domestic valve radio
001 (21).jpg,1940-1970,Radio Rentals,1940; assembled; baird; bill; Bradford; chairman; company; containing; factory; former; gramophone; green; images; including; lidget; mains; photographs; radio; related; rentals; television; walter; warnes,TRUE,"8- VALVE SET DESIGNED FOR S.A.
MODEL 58 JULY 1948 - PRE-PRODUCTION.",TRUE,"Bottom: A smart sleek radio sits on a surface. Next to it are four books, one entitled ""RADIO ENGINEERING - TERMAN"". An ashtray with a model of a dog sits in front of the radio with a cigarette lying over the tray.  Top: Closeup of a radio with five dials on a table. Behind the radio are books and to the right is a small vase with flowers. In front is an ash tray used cigarettes and box of cigarettes. ",TRUE,Bakelite domestic valve radios
001 (22).jpg,1940-1970,Radio Rentals,1940; assembled; baird; bill; Bradford; chairman; company; containing; factory; former; gramophone; green; images; including; lidget; mains; photographs; radio; related; rentals; television; walter; warnes,TRUE,"NORTHERN MANAGERS VISIT TO WORKS 13.7.48
NORTHERN MANAGERS VISIT TO WORKS 22.7.48
DEVELOPMENT SECTION JUNE 1948
NORTHERN MANAGERS VISIT TO WORKS. 23.6.48",TRUE,Bottom Right: A group of men twelve in total standing outside a brick building. The men are mostly in a line facing the camera and wearing suits. One man at the end of the left hand side part of the line is looking away. One in the middle is carrying a coat.  Bottom Left: 11 men wearing suits. 6 seated in the front and 5 standing in the back. Top Right: Five men in suits stand outside a building. Top Left: A group of middle age men are sitting or standing for a photo. Behind them is a shelf with a bunch of tiny boxes.,FALSE,
001 (23).jpg,1940-1970,Radio Rentals,1940; assembled; baird; bill; Bradford; chairman; company; containing; factory; former; gramophone; green; images; including; lidget; mains; photographs; radio; related; rentals; television; walter; warnes,TRUE,"W.D.O. BRISTOL JUNE 1947
N.D.O. NOTTINGHAM OCT 1946
MANCHESTER WORKS 1948",TRUE,"Bottom Right: 10 men engaged in various activities on and around tables in an indoor workshop. They are of a range of ages and wear lab coats over suits. There is electrical strip lighting above them storage shelving at the back of the room and two windows on the left. Bottom Centre: A man sitting at his desk with binders in a bookcase behind him. There are papers and other utensils on the desk and a woman standing to the side of him with paper or a book in her hand. Bottom Left: A street with brick buildings and advertisement. There is a storefront to the left with pictures and a ""Coca-Cola"" sign on top of the door. The shop advertises Woodbine Cigarettes.There is a poster on the wall of one of the buildings to the right and it has the words ""DIGGER"" ""COLD PERM"". Centre Right: Photograph showing 18 men crowded together in a line wearing formal attire: suits with a small sign at the front reading ""Radio Rentals Northern Division Senior Managers October 1946."" Multiple trees and large house in the background. Centre Left: A group of 21 men dressed in suits and ties pose outdoors behind a sign that says ""Radio Rentals Northern Division Junior Managers October 1946"" 5 men are sitting on a bench the rest are standing. Top Right: 10 men wearing suits and ties. 4 men are seated with their legs crossed on a park bench at the front and 6 men are standing behind them. to the left of them is a tall tree. Top Centre: A group of eight men all wearing suits gathered outside in front of a tree. The four men in the back are standing and the four men in the front are sitting on a wooden bench. Top Left: Group of nine middle aged men arranged in two lines, five stood at the back and four sat on a bench. All are wearing business suits shirts and ties. They are in a park with trees behind.",FALSE,
001 (24).jpg,1940-1970,Radio Rentals,1940; assembled; baird; bill; Bradford; chairman; company; containing; factory; former; gramophone; green; images; including; lidget; mains; photographs; radio; related; rentals; television; walter; warnes,TRUE,"NORTHERN MANAGERS VISIT TO WORKS 13.7.48
NORTHERN MANAGERS VISIT TO WORKS 22.7.48
DEVELOPMENT SECTION JUNE 1948
NORTHERN MANAGERS VISIT TO WORKS. 23.6.48",TRUE,Top Right: Four men stood with their hands in pockets. All have suit and ties on. Two are also wearing jumpers and one has raincoat. All are smiling. Bottom Right: The image shows a group of men standing together outdoors all dressed in formal suits and ties. The setting appears to be outside a brick building . The men are posed casually smiling. Bottom Left: 11 men smiling and sitting in suits. Top Left: Men dressed in smart attire. One man stood in a lighter workshop jacket stands out from the rest.,FALSE,
001 (25).jpg,1940-1970,Radio Rentals,1940; assembled; baird; bill; Bradford; chairman; company; containing; factory; former; gramophone; green; images; including; lidget; mains; photographs; radio; related; rentals; television; walter; warnes,TRUE,"MODEL 58 (EXPORT VERSION)",TRUE,Bottom: A radio with three dials Top: The inside of a radio with two switches and a dial.,TRUE,Bakelite domestic valve radio
001 (26).jpg,1940-1970,Radio Rentals,1940; assembled; baird; bill; Bradford; chairman; company; containing; factory; former; gramophone; green; images; including; lidget; mains; photographs; radio; related; rentals; television; walter; warnes,TRUE,"MODEL 56
",TRUE,Bottom: The inside of a radio with two switches and a dial. Top: A radio featuring three knobs next to a silver cigarette case and a silver ashtray with one cigarette ,TRUE,disassembled radio; Bakelite domestic 2 band radio
001 (27).jpg,1940-1970,Radio Rentals,1940; assembled; baird; bill; Bradford; chairman; company; containing; factory; former; gramophone; green; images; including; lidget; mains; photographs; radio; related; rentals; television; walter; warnes,TRUE,"M. R. G. SOCIAL CLUB DANCE ""NEW VICTORIA"" 6.12.48
4th GROUP NORTHERN BRANCH MANAGERS' VISIT TO M. R. G. 17.6.49",TRUE,Bottom: A group of 15 men in business suits. They are all looking at the camera some of them smiling. The front row is sitting while the back row is standing.  Top: A large group of men and women. The men are in suits and the women are in dresses. They are in rows with the front row kneeling and many are smiling. ,FALSE,
001 (28).jpg,1940-1970,Radio Rentals,1940; assembled; baird; bill; Bradford; chairman; company; containing; factory; former; gramophone; green; images; including; lidget; mains; photographs; radio; related; rentals; television; walter; warnes,TRUE,"1ST GROUP WESTERN BRANCH MANAGERS VISIT TO M.R.G R. G. 13TH/14TH JUNE
2ND GROUP WESTERN BRANCH MANAGERS VISIT TO M.R.G R. G. 27TH/28TH JUNE",TRUE,"Bottom: A group of men all ranging in age are standing for a photo. Behind them there is a sign that reads ""MAINS RADIO GRAMOPHONES LTD"" DELIVERY DOOR"". Top: 15 men in suits stand under a sign reading MAINS RADIO GRAMOPHONES LTD DELIVERY DOOR. A number of the men are smoking cigarettes or pipes.  ",FALSE,
001 (29).jpg,1940-1970,Radio Rentals,1940; assembled; baird; bill; Bradford; chairman; company; containing; factory; former; gramophone; green; images; including; lidget; mains; photographs; radio; related; rentals; television; walter; warnes,TRUE,"THE QUEEN OF SPADES EDITH EVANS
WINNER TAKE ALL
WORKS TRIP TO SKEGNESS
1949",TRUE,Bottom Left: Four people posing for a photograph at a beach. Bottom Right: 11 women and two men seated in the prow of a boat. One man is wearing sunglasses. In the background is water and a city skyline. In the foreground the hatch and midground the mast. Bottom Centre: A group of 16 people in three rows and one dog pose for a photograph on a beach. Top: A group of people in front of a theater with some parked busses in the back of the group of people,FALSE,
001 (30).jpg,1940-1970,Radio Rentals,1940; assembled; baird; bill; Bradford; chairman; company; containing; factory; former; gramophone; green; images; including; lidget; mains; photographs; radio; related; rentals; television; walter; warnes,TRUE,"XMAS 1949",TRUE,"Bottom Right: Women sat in a workshop. Celebratory decoration such as bunting balloons and ribbons has been put up. Bottom Left: Several women pose at their workstations in a warehouse. The ceiling and windows are decorated with streamers and balloons. The window says ""A MERRY XMAS"". Centre: Nine women are visible in a large room. They are sat down next to tables and there are decorations hanging from the ceiling. Top Right: A group of women sitting at desks in a machine room. In front of each them is a machine with a spool at the top. The ceiling of the machine room is decorated with balloons and streamers. Top Left: 14 women at a table in a manufacturing warehouse. The table is covered with boxes of various shapes and sizes and on the floor there are larger boxes and wooden crates lighting hangs from the ceiling.",FALSE,
001 (31).jpg,1940-1970,Radio Rentals,1940; assembled; baird; bill; Bradford; chairman; company; containing; factory; former; gramophone; green; images; including; lidget; mains; photographs; radio; related; rentals; television; walter; warnes,TRUE,"PICTURES RECEIVED FROM LONDON ON PROTO-TYPE T.V. RECEIVER.
27TH SEPT/49
SCENES FROM ""PINK STRING & SEALING WAX""
""ANNOUNCER""
30TH SEPT/49",TRUE,"Bottom: A portrait of a smiling woman. She is indoors in front of a curtain. She is wearing a patterned off the shoulder dress and a short necklace. Top Right: Very blurry photo of a man and women looking not too happy. Looking at each other very close up. Top Left: A woman with long hair going behind her back and black clothes, with a pendant necklace.",FALSE,
001 (33).jpg,1940-1970,Radio Rentals,1940; assembled; baird; bill; Bradford; chairman; company; containing; factory; former; gramophone; green; images; including; lidget; mains; photographs; radio; related; rentals; television; walter; warnes,TRUE,"XMAS 1949
XMAS 1949.",TRUE,Bottom Right: 4 people smiling for a photo whilst stood in front of items including scales and a thermometer. Bottom Left: A group of women sitting at a table with more sitting behind that table and the left of that table. There are 13 of them and they are all looking at the camera. There are multiple boxes of technology and supplies on the table. There are more boxes and technologies in the background. Centre:  A group of five women standing for a photograph together in a cafeteria. There are Christmas decorations and a Christmas tree in the room. Top Right: Five women and five men standing in front of two windows that are decorate with tinsel. The women are on the left and the men are on the right. Top Left: Women at work during the festive period. Celebratory decorations have been put up around the workshop to mark a special occasion.,FALSE,
001 (35).jpg,1940-1970,Radio Rentals,1940; assembled; baird; bill; Bradford; chairman; company; containing; factory; former; gramophone; green; images; including; lidget; mains; photographs; radio; related; rentals; television; walter; warnes,TRUE,XMAS 1949,TRUE,"Bottom Right: Six women pose for a photo arm-in-arm in an office. Bottom Left: Group of workers, two men and thirteen women, at Christmas time. Centre Right: Six women and one man in a group; four standing by a workstation, three sitting, a man is in the front three his arms around a woman's shoulders, and two more ladies look over from their work station. Christmas Decorations are up. Centre Left: Eleven women and one man pose for a picture. Three of the faces are blurry and there is one woman in the background. The man is dressed in a coat. Top Right: A group of about 20 men, some wearing overalls. Top Left: A group of women are sitting or standing. Behind them is a window that shows a factory building. ",FALSE,
001 (36).jpg,1940-1970,Radio Rentals,1940; assembled; baird; bill; Bradford; chairman; company; containing; factory; former; gramophone; green; images; including; lidget; mains; photographs; radio; related; rentals; television; walter; warnes,TRUE,"XMAS 1949
WORKS TRIP JULY 1950",TRUE,"Bottom: Twelve people up to their shins in water. Eight men with trousers rolled up, five have ties on too, and one has a suit jacket. Two have jumpers. Ladies have dresses on, rolled up. Top: A large group of men and women wearing formal clothing at the beach ",FALSE,
001 (37).jpg,1940-1970,Radio Rentals,1940; assembled; baird; bill; Bradford; chairman; company; containing; factory; former; gramophone; green; images; including; lidget; mains; photographs; radio; related; rentals; television; walter; warnes,TRUE,"WORKS TRIP JULY/50",TRUE,Bottom: Several men and women stand in a line on a beach several yards from a pier. One woman takes her turn at a ball game while the others watch. All are in professional dress. Top: A large group of men and women smiling at Blackpool Beach standing on the sand. In the background is Blackpool tower and a pier. ,FALSE,
001 (38).jpg,1940-1970,Radio Rentals,1940; assembled; baird; bill; Bradford; chairman; company; containing; factory; former; gramophone; green; images; including; lidget; mains; photographs; radio; related; rentals; television; walter; warnes,TRUE,"""SOCIAL EVENING"" (ORGANIZED BY J.K.A.)
31.10.50",TRUE,Bottom: A group of men and women are standing or sitting for a photo. Everyone is smiling or trying to as they can't find room to get in frame. They are in a bar and behind the people is the shelf for the drinks. Top: A large group of men and women standing or sat at tables drinking. ,FALSE,
001 (39).jpg,1940-1970,Radio Rentals,1940; assembled; baird; bill; Bradford; chairman; company; containing; factory; former; gramophone; green; images; including; lidget; mains; photographs; radio; related; rentals; television; walter; warnes,FALSE,,TRUE,Bottom: Five women wearing skirts and dresses sit on donkeys on a beach next to a pier. Top: 6 women and 1 man stand in back of a man with a cricket bat. In the background you see beach or sand and buildings. ,FALSE,
001 (40).jpg,1940-1970,Radio Rentals,1940; assembled; baird; bill; Bradford; chairman; company; containing; factory; former; gramophone; green; images; including; lidget; mains; photographs; radio; related; rentals; television; walter; warnes,FALSE,,TRUE,Bottom: Seven women in party dress pose for a picture in front of a backdrop at an event. Top: Large work room festooned with paper chains  balloons and dangling decorations.  ,FALSE,
001 (41).jpg,1940-1970,Radio Rentals,1940; assembled; baird; bill; Bradford; chairman; company; containing; factory; former; gramophone; green; images; including; lidget; mains; photographs; radio; related; rentals; television; walter; warnes,FALSE,,FALSE,,FALSE,
001 (42).jpg,1940-1970,Radio Rentals,1940; assembled; baird; bill; Bradford; chairman; company; containing; factory; former; gramophone; green; images; including; lidget; mains; photographs; radio; related; rentals; television; walter; warnes,TRUE,"DEC/50
M.R.G. ""SOCIAL EVENING""",TRUE,Bottom: A group of people attending a special occasion dressed in smart attire. A women can be seen smoking a cigarette inside. Top: A group of 8 people (4 women and 4 men ) posing against a wall. The women and one of the men are standing at the back with the man in the middle. The man in the middle is dressed in a suit and tie and has a moustache. The women on either side are dressed in costumes. ,FALSE,
001 (43).jpg,1940-1970,Radio Rentals,1940; assembled; baird; bill; Bradford; chairman; company; containing; factory; former; gramophone; green; images; including; lidget; mains; photographs; radio; related; rentals; television; walter; warnes,FALSE,,TRUE,Back cover of photo album. ,FALSE,
001 (45).jpg,1940-1970,Radio Rentals,1940; assembled; baird; bill; Bradford; chairman; company; containing; factory; former; gramophone; green; images; including; lidget; mains; photographs; radio; related; rentals; television; walter; warnes,TRUE,"Mains Radio",TRUE,"An old-style ledger book cover transcribed with the name ""MAINS RADIO"" which looks to be handwritten",FALSE,
001 (46).jpg,1940-1970,Radio Rentals,1940; assembled; baird; bill; Bradford; chairman; company; containing; factory; former; gramophone; green; images; including; lidget; mains; photographs; radio; related; rentals; television; walter; warnes,FALSE,,TRUE,Aerial view of factory depicting multiple large factories.,FALSE,
001 (47).jpg,1940-1970,Radio Rentals,1940; assembled; baird; bill; Bradford; chairman; company; containing; factory; former; gramophone; green; images; including; lidget; mains; photographs; radio; related; rentals; television; walter; warnes,TRUE,"EXECUTIVES
Accounts
&
Personnel.
F.C. 27951.
Development.
F.C. 28011.",TRUE,Bottom: 7 men smiling in smart attire for a photograph. Smart attire consists of suit jackets shirts and ties. Hair is combed back style. Top: There are six well dressed people. There are three men smiling standing shoulder to shoulder. While the other three (two women and one man) are sat smiling with their hands folded in their laps. ,FALSE,
001 (48).jpg,1940-1970,Radio Rentals,1940; assembled; baird; bill; Bradford; chairman; company; containing; factory; former; gramophone; green; images; including; lidget; mains; photographs; radio; related; rentals; television; walter; warnes,TRUE,"EXECUTIVES
Planning
&
Progress.
F. C. 27952
Works
Management.
F.C. 27953.",TRUE, Bottom: There are seven men smiling for the camera however not all of them are looking at the camera. All of the men are wearing business suits except for the second one on the top who is wearing a lab coat over a tie and button down. He is also the only one to have glasses. Top: A group of men; 3 men are seated and 2 men are standing.,FALSE,
001 (49).jpg,1940-1970,Radio Rentals,1940; assembled; baird; bill; Bradford; chairman; company; containing; factory; former; gramophone; green; images; including; lidget; mains; photographs; radio; related; rentals; television; walter; warnes,TRUE,"OFFICES.
Costing.
FC 27872
Chasing.
FC. 27856",TRUE,Bottom: Two women and three men are in an office. One man is standing the others sitting. The man standing is talking to one of the women. The others are writing. A telephone can be seen on the desk. A calendar is hanging on the wall. Top: 9 people working in a office. 4 of them are women and on the last desk on the right side of the picture two men are having a discussion,FALSE,
