workflow_id,display_name,version,active,classifications_count,pairwise,grouped,prioritized,primary_language,first_task,tutorial_subject_id,retired_set_member_subjects_count,tasks,retirement,strings,minor_version
26267,Describe Photographs,7,true,927,false,false,false,en,T0,,300,"{""T0"":{""help"":""T0.help"",""type"":""text"",""required"":true,""instruction"":""T0.instruction""}}","{""options"":{""count"":3},""criteria"":""classification_count""}","{""T0.help"":"""",""T0.instruction"":""Help us by looking at the photograph and writing a description of what you see in the text box below.  \n\nPlease do not describe any text found on the photographs - we only want descriptions of the images.\n\nIf you do not want to describe a particular image, you can refresh the page to work on a different one.""}",10
26267,Describe Photographs,7,true,927,false,false,false,en,T0,,300,"{""T0"":{""help"":""T0.help"",""type"":""text"",""required"":true,""instruction"":""T0.instruction""}}","{""options"":{""count"":3},""criteria"":""classification_count""}","{""T0.help"":"""",""T0.instruction"":""Help us by looking at the photograph and writing a description of what you see in the text box below.  \n\nPlease do not describe any text found on the photographs - we only want descriptions of the images.\n\nFor help on how to describe \n\nIf you do not want to describe a particular image, you can refresh the page to work on a different one.""}",11
26267,Describe Photographs,7,true,927,false,false,false,en,T0,,300,"{""T0"":{""help"":""T0.help"",""type"":""text"",""required"":true,""instruction"":""T0.instruction""}}","{""options"":{""count"":3},""criteria"":""classification_count""}","{""T0.help"":"""",""T0.instruction"":""Help us by looking at the photograph and writing a description of what you see in the text box below.  \n\nPlease do not describe any text found on the photographs - we only want descriptions of the images.\n\nFor more help on writing a description, please check the Tutorial or the Field Guide. \n\nIf you do not want to describe a particular image, you can refresh the page to work on a different one.""}",12
26267,Describe Photographs,7,true,927,false,false,false,en,T0,,300,"{""T0"":{""help"":""T0.help"",""type"":""text"",""required"":true,""instruction"":""T0.instruction""}}","{""options"":{""count"":3},""criteria"":""classification_count""}","{""T0.help"":"""",""T0.instruction"":""Help us by looking at the photograph and writing a description of what you see in the text box below.  \n\nYou can write more than one sentence, but please try to keep the descriptions simple and not too long in length.\n\nPlease do not describe any text found on the photographs - we only want descriptions of the images.\n\nFor more help on writing a description, please check the Tutorial or the Field Guide. \n\nIf you do not want to describe a particular image, you can refresh the page to work on a different one.""}",13
26267,Describe Photographs,7,true,927,false,false,false,en,T0,,300,"{""T0"":{""help"":""T0.help"",""type"":""text"",""required"":true,""instruction"":""T0.instruction""}}","{""options"":{""count"":3},""criteria"":""classification_count""}","{""T0.help"":"""",""T0.instruction"":""Help us by looking at the photograph and writing a description of what you see in the text box below.  \n\nYou can write more than one sentence, but please try to keep the descriptions simple and not too long in length.\n\nPlease do not describe any text found on the photographs - we only want descriptions of the images.\n\nFor more help on writing a description, please check the Tutorial or the Field Guide entry on . \n\nIf you do not want to describe a particular image, you can refresh the page to work on a different one.""}",14
26267,Describe Photographs,7,true,927,false,false,false,en,T0,,300,"{""T0"":{""help"":""T0.help"",""type"":""text"",""required"":true,""instruction"":""T0.instruction""}}","{""options"":{""count"":3},""criteria"":""classification_count""}","{""T0.help"":"""",""T0.instruction"":""Help us by looking at the photograph and writing a description of what you see in the text box below.  \n\nYou can write more than one sentence, but please try to keep the descriptions simple and not too long in length.\n\nPlease do not describe any text found on the photographs - we only want descriptions of the images.\n\nFor more help on writing a description, please check the Tutorial or the Field Guide entry on Image Description. \n\nIf you do not want to describe a particular image, you can refresh the page to work on a different one.""}",15
26267,Describe Photographs,7,true,927,false,false,false,en,T0,,300,"{""T0"":{""help"":""T0.help"",""type"":""text"",""required"":true,""instruction"":""T0.instruction""}}","{""options"":{""count"":3},""criteria"":""classification_count""}","{""T0.help"":"""",""T0.instruction"":""Help us by looking at the photograph and writing a description of what you see in the text box below.  \n\nYou can write more than one sentence, but please try to keep the descriptions simple and not too long in length.\n\nSome photographs also have things on the reverse side, like captions or stamps. Please do not describe the back of the photographs - we only want descriptions of the images on the front.\n\nFor more help on writing a description, please check the Tutorial or the Field Guide entry on Image Description. \n\nIf you do not want to describe a particular image, you can refresh the page to work on a different one.""}",16
26267,Describe Photographs,7,true,927,false,false,false,en,T0,,300,"{""T0"":{""help"":""T0.help"",""type"":""text"",""required"":true,""instruction"":""T0.instruction""}}","{""options"":{""count"":3},""criteria"":""classification_count""}","{""T0.help"":""Using the text box provided on the right, please write a description of what you see in the "",""T0.instruction"":""Help us by looking at the photograph and writing a description of what you see in the text box below.  \n\nYou can write more than one sentence, but please try to keep the descriptions simple and not too long in length.\n\nSome photographs also have things on the reverse side, like captions or stamps. Please do not describe the back of the photographs - we only want descriptions of the images on the front.\n\nFor more help on writing a description, please check the Tutorial or the Field Guide entry on Image Description. \n\nIf you do not want to describe a particular image, you can refresh the page to work on a different one.""}",17
26267,Describe Photographs,7,true,927,false,false,false,en,T0,,300,"{""T0"":{""help"":""T0.help"",""type"":""text"",""required"":true,""instruction"":""T0.instruction""}}","{""options"":{""count"":3},""criteria"":""classification_count""}","{""T0.help"":""Using the text box provided on the right, please write a description of what you see in the photograph on the left. "",""T0.instruction"":""Help us by looking at the photograph and writing a description of what you see in the text box below.  \n\nYou can write more than one sentence, but please try to keep the descriptions simple and not too long in length.\n\nSome photographs also have things on the reverse side, like captions or stamps. Please do not describe the back of the photographs - we only want descriptions of the images on the front.\n\nFor more help on writing a description, please check the Tutorial or the Field Guide entry on Image Description. \n\nIf you do not want to describe a particular image, you can refresh the page to work on a different one.""}",18
26267,Describe Photographs,7,true,927,false,false,false,en,T0,,300,"{""T0"":{""help"":""T0.help"",""type"":""text"",""required"":true,""instruction"":""T0.instruction""}}","{""options"":{""count"":3},""criteria"":""classification_count""}","{""T0.help"":""Using the text box provided on the right, please write a description of what you see in the photograph on the left. Only describe the "",""T0.instruction"":""Help us by looking at the photograph and writing a description of what you see in the text box below.  \n\nYou can write more than one sentence, but please try to keep the descriptions simple and not too long in length.\n\nSome photographs also have things on the reverse side, like captions or stamps. Please do not describe the back of the photographs - we only want descriptions of the images on the front.\n\nFor more help on writing a description, please check the Tutorial or the Field Guide entry on Image Description. \n\nIf you do not want to describe a particular image, you can refresh the page to work on a different one.""}",19
26267,Describe Photographs,7,true,927,false,false,false,en,T0,,300,"{""T0"":{""help"":""T0.help"",""type"":""text"",""required"":true,""instruction"":""T0.instruction""}}","{""options"":{""count"":3},""criteria"":""classification_count""}","{""T0.help"":""Using the text box provided on the right, please write a description of what you see in the photograph on the left. Only describe the **image** on the front, and not anything on the back of the photographs.\n\nPlease see the Tutorial or the Field Guide entry on Image Descriptions for more information."",""T0.instruction"":""Help us by looking at the photograph and writing a description of what you see in the text box below.  \n\nYou can write more than one sentence, but please try to keep the descriptions simple and not too long in length.\n\nSome photographs also have things on the reverse side, like captions or stamps. Please do not describe the back of the photographs - we only want descriptions of the images on the front.\n\nFor more help on writing a description, please check the Tutorial or the Field Guide entry on Image Description. \n\nIf you do not want to describe a particular image, you can refresh the page to work on a different one.""}",20
26267,Describe Photographs,7,true,927,false,false,false,en,T0,,300,"{""T0"":{""help"":""T0.help"",""type"":""text"",""required"":true,""instruction"":""T0.instruction""}}","{""options"":{""count"":3},""criteria"":""classification_count""}","{""T0.help"":""Using the text box provided on the right, please write a description of what you see in the photograph on the left. Only describe the **image** on the front, and not anything on the back of the photographs.\n\nPlease see the Tutorial or the Field Guide entry on *Image Descriptions* for more information."",""T0.instruction"":""Help us by looking at the photograph and writing a description of what you see in the text box below.  \n\nYou can write more than one sentence, but please try to keep the descriptions simple and not too long in length.\n\nSome photographs also have things on the reverse side, like captions or stamps. Please do not describe the back of the photographs - we only want descriptions of the images on the front.\n\nFor more help on writing a description, please check the Tutorial or the Field Guide entry on Image Description. \n\nIf you do not want to describe a particular image, you can refresh the page to work on a different one.""}",21
26267,Describe Photographs,7,true,927,false,false,false,en,T0,,300,"{""T0"":{""help"":""T0.help"",""type"":""text"",""required"":true,""instruction"":""T0.instruction""}}","{""options"":{""count"":3},""criteria"":""classification_count""}","{""T0.help"":""Using the text box provided on the right, please write a description of what you see in the photograph on the left. Only describe the **image** on the front, and not anything on the back of the photographs.\n\nPlease see the Tutorial or the Field Guide entry on *Image Descriptions* for more information."",""T0.instruction"":""Help us by looking at the photograph and writing a description of what you see in the text box below.  \n\nYou can write more than one sentence, but please try to keep the descriptions simple and not too long in length.\n\nSome photographs also have things on the reverse side, like captions or stamps. Please do not describe the back of the photographs - we only want descriptions of the images on the front.\n\nFor more help on writing a description, please check the Tutorial or the Field Guide entry.\n\nIf you do not want to describe a particular image, you can refresh the page to work on a different one.""}",22
26267,Describe Photographs,7,true,927,false,false,false,en,T0,,300,"{""T0"":{""help"":""T0.help"",""type"":""text"",""required"":true,""instruction"":""T0.instruction""}}","{""options"":{""count"":3},""criteria"":""classification_count""}","{""T0.help"":""Using the text box provided on the right, please write a description of what you see in the photograph on the left. Only describe the **image** on the front, and not anything on the back of the photographs.\n\nPlease see the Tutorial or the Field Guide entry on *Image Descriptions* for more information."",""T0.instruction"":""Help us by looking at the photograph and writing a description of what you see in the text box below.  \n\nYou can write more than one sentence, but please try to keep the descriptions simple and not too long in length.\n\nSome photographs also have things on the reverse side, like captions or stamps. Please do not describe the back of the photographs - we only want descriptions of the images on the front.\n\nIf there is text involved, please transcribe it and use quotation marks around the transcription.\n\nFor more help on writing a description, please check the Tutorial or the Field Guide entry.\n\nIf you do not want to describe a particular image, you can refresh the page to work on a different one.""}",23
26267,Describe Photographs,7,true,927,false,false,false,en,T0,,300,"{""T0"":{""help"":""T0.help"",""type"":""text"",""required"":true,""instruction"":""T0.instruction""}}","{""options"":{""count"":3},""criteria"":""classification_count""}","{""T0.help"":""Using the text box provided on the right, please write a description of what you see in the photograph on the left. Only describe the **image** on the front, and not anything on the back of the photographs.\n\nPlease see the Tutorial or the Field Guide entry on *Image Descriptions* for more information."",""T0.instruction"":""Help us by looking at the photograph and writing a description of what you see in the text box below.  \n\nYou can write more than one sentence, but please try to keep the descriptions simple and not too long in length.\n\nIf there is text involved, please transcribe it and use quotation marks around the transcription.\n\nFor more help on writing a description, please check the Tutorial or the Field Guide entry.\n\nIf you do not want to describe a particular image, you can refresh the page to work on a different one.""}",24
26267,Describe Photographs,7,true,927,false,false,false,en,T0,,300,"{""T0"":{""help"":""T0.help"",""type"":""text"",""required"":true,""instruction"":""T0.instruction""}}","{""options"":{""count"":3},""criteria"":""classification_count""}","{""T0.help"":""Using the text box provided on the right, please write a description of what you see in the photograph on the left. \n\nPlease see the Tutorial or the Field Guide entry on *Image Descriptions* for more information."",""T0.instruction"":""Help us by looking at the photograph and writing a description of what you see in the text box below.  \n\nYou can write more than one sentence, but please try to keep the descriptions simple and not too long in length.\n\nIf there is text involved, please transcribe it and use quotation marks around the transcription.\n\nFor more help on writing a description, please check the Tutorial or the Field Guide entry.\n\nIf you do not want to describe a particular image, you can refresh the page to work on a different one.""}",25
26267,Describe Photographs,7,true,927,false,false,false,en,T0,,300,"{""T0"":{""help"":""T0.help"",""type"":""text"",""required"":true,""instruction"":""T0.instruction""}}","{""options"":{""count"":3},""criteria"":""classification_count""}","{""T0.help"":""Using the text box provided on the right, please write a description of what you see in the photograph on the left. \n\nDon't worry about being specific - you do not have to be knowledgeable about \n\nPlease see the Tutorial or the Field Guide entry on *Image Descriptions* for more information."",""T0.instruction"":""Help us by looking at the photograph and writing a description of what you see in the text box below.  \n\nYou can write more than one sentence, but please try to keep the descriptions simple and not too long in length.\n\nIf there is text involved, please transcribe it and use quotation marks around the transcription.\n\nFor more help on writing a description, please check the Tutorial or the Field Guide entry.\n\nIf you do not want to describe a particular image, you can refresh the page to work on a different one.""}",26
26267,Describe Photographs,7,true,927,false,false,false,en,T0,,300,"{""T0"":{""help"":""T0.help"",""type"":""text"",""required"":true,""instruction"":""T0.instruction""}}","{""options"":{""count"":3},""criteria"":""classification_count""}","{""T0.help"":""Using the text box provided on the right, please write a description of what you see in the photograph on the left. \n\nDon't worry about being specific - you do not have to be knowledgeable about \n\nPlease see the Tutorial or the Field Guide entry on *Image Descriptions* for more information."",""T0.instruction"":""Help us by looking at the photograph and writing a description of what you see in the text box below.  \n\nYou can write more than one sentence, but please try to keep the descriptions simple and not too long in length.\n\nIf there is text involved, please transcribe it and use quotation marks around the transcription.\n\nFor more help on writing a description, please check the Tutorial or the Field Guide entry, or visit the appropriate \n\nIf you do not want to describe a particular image, you can refresh the page to work on a different one.""}",27
26267,Describe Photographs,7,true,927,false,false,false,en,T0,,300,"{""T0"":{""help"":""T0.help"",""type"":""text"",""required"":true,""instruction"":""T0.instruction""}}","{""options"":{""count"":3},""criteria"":""classification_count""}","{""T0.help"":""Using the text box provided on the right, please write a description of what you see in the photograph on the left. \n\nDon't worry about being specific - you do not have to be knowledgeable about \n\nPlease see the Tutorial or the Field Guide entry on *Image Descriptions* for more information."",""T0.instruction"":""Help us by looking at the photograph and writing a description of what you see in the text box below.  \n\nYou can write more than one sentence, but please try to keep the descriptions simple and not too long in length.\n\nIf there is text involved, please transcribe it and use quotation marks around the transcription.\n\nFor more help on writing a description, please check the Tutorial or the Field Guide entry, or visit the appropriate discussion board on Talk.\n\nIf you do not want to describe a particular image, you can refresh the page to work on a different one.""}",28
26267,Describe Photographs,7,true,927,false,false,false,en,T0,,300,"{""T0"":{""help"":""T0.help"",""type"":""text"",""required"":true,""instruction"":""T0.instruction""}}","{""options"":{""count"":3},""criteria"":""classification_count""}","{""T0.help"":""Using the text box provided on the right, please write a description of what you see in the photograph on the left. \n\nDon't worry about being specific - you do not have to be knowledgeable about \n\nPlease see the Tutorial or the Field Guide entry on *Image Descriptions* for more information.\n\nYou can also chat with other volunteers and project researchers about task on the Describe Photographs Talk Board."",""T0.instruction"":""Help us by looking at the photograph and writing a description of what you see in the text box below.  \n\nYou can write more than one sentence, but please try to keep the descriptions simple and not too long in length.\n\nIf there is text involved, please transcribe it and use quotation marks around the transcription.\n\nFor more help on writing a description, please check the Tutorial or the Field Guide entry, or visit the appropriate discussion board on Talk.\n\nIf you do not want to describe a particular image, you can refresh the page to work on a different one.""}",29
26267,Describe Photographs,7,true,927,false,false,false,en,T0,,300,"{""T0"":{""help"":""T0.help"",""type"":""text"",""required"":true,""instruction"":""T0.instruction""}}","{""options"":{""count"":3},""criteria"":""classification_count""}","{""T0.help"":""Using the text box provided on the right, please write a description of what you see in the photograph on the left. \n\nDon't worry about being specific - you do not have to be knowledgeable about \n\nPlease see the Tutorial or the Field Guide entry on *Image Descriptions* for more information.\n\nYou can also chat with other volunteers and project researchers about task on the [Describe Photographs Talk Board](https://www.example.com)."",""T0.instruction"":""Help us by looking at the photograph and writing a description of what you see in the text box below.  \n\nYou can write more than one sentence, but please try to keep the descriptions simple and not too long in length.\n\nIf there is text involved, please transcribe it and use quotation marks around the transcription.\n\nFor more help on writing a description, please check the Tutorial or the Field Guide entry, or visit the appropriate discussion board on Talk.\n\nIf you do not want to describe a particular image, you can refresh the page to work on a different one.""}",30
26267,Describe Photographs,7,true,927,false,false,false,en,T0,,300,"{""T0"":{""help"":""T0.help"",""type"":""text"",""required"":true,""instruction"":""T0.instruction""}}","{""options"":{""count"":3},""criteria"":""classification_count""}","{""T0.help"":""Using the text box provided on the right, please write a description of what you see in the photograph on the left. \n\nDon't worry about being specific - you do not have to be knowledgeable about \n\nPlease see the Tutorial or the Field Guide entry on *Image Descriptions* for more information.\n\nYou can also chat with other volunteers and project researchers about task on the [Describe Photographs Talk Board](https://frontend.preview.zooniverse.org/projects/alexfitzpatrick/bradfords-industrial-heritage-in-photographs/talk/6574)."",""T0.instruction"":""Help us by looking at the photograph and writing a description of what you see in the text box below.  \n\nYou can write more than one sentence, but please try to keep the descriptions simple and not too long in length.\n\nIf there is text involved, please transcribe it and use quotation marks around the transcription.\n\nFor more help on writing a description, please check the Tutorial or the Field Guide entry, or visit the appropriate discussion board on Talk.\n\nIf you do not want to describe a particular image, you can refresh the page to work on a different one.""}",31
26267,Describe Photographs,7,true,927,false,false,false,en,T0,,300,"{""T0"":{""help"":""T0.help"",""type"":""text"",""required"":true,""instruction"":""T0.instruction""}}","{""options"":{""count"":3},""criteria"":""classification_count""}","{""T0.help"":""Using the text box provided on the right, please write a description of what you see in the photograph on the left. \n\nPlease see the Tutorial or the Field Guide entry on *Image Descriptions* for more information.\n\nYou can also chat with other volunteers and project researchers about task on the [Describe Photographs Talk Board](https://frontend.preview.zooniverse.org/projects/alexfitzpatrick/bradfords-industrial-heritage-in-photographs/talk/6574)."",""T0.instruction"":""Help us by looking at the photograph and writing a description of what you see in the text box below.  \n\nYou can write more than one sentence, but please try to keep the descriptions simple and not too long in length.\n\nIf there is text involved, please transcribe it and use quotation marks around the transcription.\n\nFor more help on writing a description, please check the Tutorial or the Field Guide entry, or visit the appropriate discussion board on Talk.\n\nIf you do not want to describe a particular image, you can refresh the page to work on a different one.""}",32
26267,Describe Photographs,7,true,927,false,false,false,en,T0,,300,"{""T0"":{""help"":""T0.help"",""type"":""text"",""required"":true,""instruction"":""T0.instruction""}}","{""options"":{""count"":3},""criteria"":""classification_count""}","{""T0.help"":""Using the text box provided on the right, please write a description of what you see in the photograph on the left. \n\nPlease see the Tutorial or the Field Guide entry on *Image Descriptions* for more information.\n\nYou can also chat with other volunteers and project researchers about task on the [Describe Photographs Talk Board](https://frontend.preview.zooniverse.org/projects/alexfitzpatrick/bradfords-industrial-heritage-in-photographs/talk/6574)."",""T0.instruction"":""Help us by looking at the photograph and writing a short description of what you see in the text box below.  \n\nYou can write more than one sentence, but please try to keep the descriptions simple and not too long in length.\n\nIf there is text involved, please transcribe it and use quotation marks around the transcription.\n\nFor more help on writing a description, please check the Tutorial or the Field Guide entry, or visit the appropriate discussion board on Talk.\n\nIf you do not want to describe a particular image, you can refresh the page to work on a different one.""}",33
26267,Describe Photographs,7,true,927,false,false,false,en,T0,,300,"{""T0"":{""help"":""T0.help"",""type"":""text"",""required"":true,""instruction"":""T0.instruction""}}","{""options"":{""count"":3},""criteria"":""classification_count""}","{""T0.help"":""Using the text box provided on the right, please write a description of what you see in the photograph on the left. \n\nPlease see the Tutorial or the Field Guide entry on *Image Descriptions* for more information.\n\nYou can also chat with other volunteers and project researchers about task on the [Describe Photographs Talk Board](https://frontend.preview.zooniverse.org/projects/alexfitzpatrick/bradfords-industrial-heritage-in-photographs/talk/6574)."",""T0.instruction"":""Help us by looking at the photograph and writing a short description of what you see in the text box below.  \n\nIf there is text involved, please transcribe it and use quotation marks around the transcription.\n\nFor more help on writing a description, please check the Tutorial or the Field Guide entry, or visit the appropriate discussion board on Talk.\n\nIf you do not want to describe a particular image, you can refresh the page to work on a different one.""}",34
26267,Describe Photographs,7,true,927,false,false,false,en,T0,,300,"{""T0"":{""help"":""T0.help"",""type"":""text"",""required"":true,""instruction"":""T0.instruction""}}","{""options"":{""count"":3},""criteria"":""classification_count""}","{""T0.help"":""Using the text box provided on the right, please write a description of what you see in the photograph on the left. \n\nPlease see the Tutorial or the Field Guide entry on *Image Descriptions* for more information.\n\nYou can also chat with other volunteers and project researchers about task on the [Describe Photographs Talk Board](https://frontend.preview.zooniverse.org/projects/alexfitzpatrick/bradfords-industrial-heritage-in-photographs/talk/6574)."",""T0.instruction"":""Help us by looking at the photograph and writing a short description (1-3 sentences) of what you see in the text box below.  \n\nIf there is text involved, please transcribe it and use quotation marks around the transcription.\n\nFor more help on writing a description, please check the Tutorial or the Field Guide entry, or visit the appropriate discussion board on Talk.\n\nIf you do not want to describe a particular image, you can refresh the page to work on a different one.""}",35
26267,Describe Photographs,7,true,927,false,false,false,en,T0,,300,"{""T0"":{""help"":""T0.help"",""type"":""text"",""required"":true,""instruction"":""T0.instruction""}}","{""options"":{""count"":3},""criteria"":""classification_count""}","{""T0.help"":""Using the text box provided on the right, please write a description of what you see in the photograph on the left.\n\nPlease see the Tutorial or the Field Guide entry on *Image Descriptions* for more information.\n\nYou can also chat with other volunteers and project researchers about task on the [Describe Photographs Talk Board](https://frontend.preview.zooniverse.org/projects/alexfitzpatrick/bradfords-industrial-heritage-in-photographs/talk/6574)."",""T0.instruction"":""Help us by looking at the photograph and writing a short description (1-3 sentences) of what you see in the text box below.  \n\nIf there is text involved, please transcribe it and use quotation marks around the transcription.\n\nFor more help on writing a description, please check the Tutorial or the Field Guide entry, or visit the appropriate discussion board on Talk.\n\nIf you do not want to describe a particular image, you can refresh the page to work on a different one.""}",36
26267,Describe Photographs,7,true,927,false,false,false,en,T0,,300,"{""T0"":{""help"":""T0.help"",""type"":""text"",""required"":true,""instruction"":""T0.instruction""}}","{""options"":{""count"":3},""criteria"":""classification_count""}","{""T0.help"":""Using the text box provided on the right, please write a description of what you see in the photograph on the left.\n\nPlease see the Tutorial or the Field Guide entry on *Image Descriptions* for more information.\n\nYou can also chat with other volunteers and project researchers about task on the [Describe Photographs Talk Board](https://frontend.preview.zooniverse.org/projects/alexfitzpatrick/bradfords-industrial-heritage-in-photographs/talk/6574)."",""T0.instruction"":""Help us by looking at the photograph and writing a short description (1-3 sentences) of what you see in the text box below.  \n\nIf there is text involved, please transcribe it and use quotation marks around the transcription.\n\nFor more help on writing a description, please check the Tutorial or the Field Guide entry, or visit the appropriate discussion board on Talk.\n\nIf you are unable or do not want to describe the current photograph, you can refresh the page to work on a different one.""}",37
26267,Describe Photographs,7,true,927,false,false,false,en,T0,,300,"{""T0"":{""help"":""T0.help"",""type"":""text"",""required"":true,""instruction"":""T0.instruction""}}","{""options"":{""count"":3},""criteria"":""classification_count""}","{""T0.help"":""Using the text box provided on the right, please write a description of what you see in the photograph on the left.\n\nYou do not have to have any additional expertise to do this task - please describe the image to the best of your ability, based on what you see.\n\nPlease see the Tutorial or the Field Guide entry on *Image Descriptions* for more information.\n\nYou can also chat with other volunteers and project researchers about task on the [Describe Photographs Talk Board](https://frontend.preview.zooniverse.org/projects/alexfitzpatrick/bradfords-industrial-heritage-in-photographs/talk/6574)."",""T0.instruction"":""Help us by looking at the photograph and writing a short description (1-3 sentences) of what you see in the text box below.  \n\nIf there is text involved, please transcribe it and use quotation marks around the transcription.\n\nFor more help on writing a description, please check the Tutorial or the Field Guide entry, or visit the appropriate discussion board on Talk.\n\nIf you are unable or do not want to describe the current photograph, you can refresh the page to work on a different one.""}",38
26267,Describe Photographs,7,true,927,false,false,false,en,T0,,300,"{""T0"":{""help"":""T0.help"",""type"":""text"",""required"":true,""instruction"":""T0.instruction""}}","{""options"":{""count"":3},""criteria"":""classification_count""}","{""T0.help"":""Using the text box provided on the right, please write a description of what you see in the photograph on the left.\n\nYou do not have to have any additional expertise to do this task - please describe the image to the best of *your *ability, based on what you see.\n\nPlease see the Tutorial or the Field Guide entry on *Image Descriptions* for more information.\n\nYou can also chat with other volunteers and project researchers about task on the [Describe Photographs Talk Board](https://frontend.preview.zooniverse.org/projects/alexfitzpatrick/bradfords-industrial-heritage-in-photographs/talk/6574)."",""T0.instruction"":""Help us by looking at the photograph and writing a short description (1-3 sentences) of what you see in the text box below.  \n\nIf there is text involved, please transcribe it and use quotation marks around the transcription.\n\nFor more help on writing a description, please check the Tutorial or the Field Guide entry, or visit the appropriate discussion board on Talk.\n\nIf you are unable or do not want to describe the current photograph, you can refresh the page to work on a different one.""}",39
26267,Describe Photographs,7,true,927,false,false,false,en,T0,,300,"{""T0"":{""help"":""T0.help"",""type"":""text"",""required"":true,""instruction"":""T0.instruction""}}","{""options"":{""count"":3},""criteria"":""classification_count""}","{""T0.help"":""Using the text box provided on the right, please write a description of what you see in the photograph on the left.\n\nYou do not have to have any additional expertise to do this task - please describe the image to the best of *your *ability, based on what *you* see.\n\nPlease see the Tutorial or the Field Guide entry on *Image Descriptions* for more information.\n\nYou can also chat with other volunteers and project researchers about task on the [Describe Photographs Talk Board](https://frontend.preview.zooniverse.org/projects/alexfitzpatrick/bradfords-industrial-heritage-in-photographs/talk/6574)."",""T0.instruction"":""Help us by looking at the photograph and writing a short description (1-3 sentences) of what you see in the text box below.  \n\nIf there is text involved, please transcribe it and use quotation marks around the transcription.\n\nFor more help on writing a description, please check the Tutorial or the Field Guide entry, or visit the appropriate discussion board on Talk.\n\nIf you are unable or do not want to describe the current photograph, you can refresh the page to work on a different one.""}",40
26301,Transcribe Photographs,1,true,470,false,false,false,en,"",,55,{},"{""options"":{""count"":20},""criteria"":""classification_count""}",{},1
